en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
accessibility;erişilebilirlik;n.;The government is working to improve the accessibility of public buildings.;Hükümet, kamu binalarının erişilebilirliğini artırmak için çalışıyor.;"availability; approachability; convenience";"inaccessibility; unavailability";B2;society & social issues;'Access' kelimesinden türemiştir. Sosyal politika ve kentsel planlama metinlerinde önemlidir.
accessible;"Erişilebilir; Kolay Bulunur";adj.;The information should be easily accessible to all members of the public.;Bilgi, halkın tüm üyeleri tarafından kolayca erişilebilir olmalıdır.;"approachable; available; reachable";"inaccessible; remote; unavailable";B2;academic & general;Ulaşılabilir veya anlaşılması kolay.
accession;"göreve veya tahta geçiş; katılım";n.;Researchers assessed the implications of accession for public trust after the revised rules took effect.;Araştırmacılar, göreve veya tahta geçiş unsurunun kamu güveni açısından sonuçlarını yeni kurallar yürürlüğe girdikten sonra değerlendirdi.;;;C1;government & politics;
accident;kaza;n.;The chemical spill was initially described as an accident, but later evidence revealed repeated violations of basic safety procedures.;"Kimyasal sızıntı başlangıçta bir kaza olarak tanımlandı; ancak daha sonraki kanıtlar temel güvenlik prosedürlerinin defalarca ihlal edildiğini ortaya koydu.";"crash; mishap";"purpose; intent";A2;risk & safety;
accidentally;kazara, tesadüfen;adv.;The archive was accidentally deleted during a server migration, but an off-site backup allowed the team to recover every file.;"Arşiv sunucu taşıma işlemi sırasında yanlışlıkla silindi; ancak tesis dışındaki bir yedek, ekibin tüm dosyaları kurtarmasını sağladı.";"unintentionally; by chance";"intentionally; deliberately";B2;academic & general;
acclaim;"alkışlamak, övmek, beğenmek; övgü, alkış, takdir, beğeni";"n.;v.";The novel received international acclaim for portraying migration without reducing its characters to simple political symbols.;Roman, göçü karakterlerini basit siyasi sembollere indirgemeden ele aldığı için uluslararası övgü aldı.;"praise; applaud; commend; recognition";"criticize; condemnation";C1;academic & general;Herkes tarafından çok beğenilmek ve övülmek.
acclaim for;beğeni, övgü;n.;She received great acclaim for her role.;Rolü için büyük beğeni topladı.;"praise for; recognition for";criticism for;B2;academic & general;
acclimate;yeni iklime alışmak, uyum sağlamak;v.;It took the researchers several weeks to acclimate to the high altitude and thin air of the Andes.;Araştırmacıların And Dağları'nın yüksek rakımına ve ince havasına alışması birkaç hafta sürdü.;"adapt; adjust; habituate";;C1;research & science;Genellikle fiziksel çevreye uyum sağlamak için kullanılır. 'Adapt' ile eş anlamlıdır ancak 'adapt' daha geniş kapsamlıdır. 'Acclimatize' ile eş anlamlıdır.
acclimatization;iklime veya yeni koşullara uyum sağlama;n.;The review highlighted the relationship between acclimatization and biological function before the final evaluation was completed.;İnceleme, iklime veya yeni koşullara uyum sağlama ile biyolojik işlev arasındaki ilişkiyi nihai değerlendirme tamamlanmadan önce ortaya koydu.;;;C1;biology & genetics;
acclimatize;iklime alıştırmak, uyum sağlamak;v.;Athletes arriving from sea level may need several days to acclimatize before competing at a high-altitude venue.;Deniz seviyesinden gelen sporcuların yüksek rakımlı bir yerde yarışmadan önce iklime uyum sağlamaları birkaç gün sürebilir.;"adapt; adjust; accustom";;C1;change & development;
accolade;övgü, onur ödülü;n.;The study examined how accolade affected the final outcome across the cases examined.;Çalışma, övgü unsurunun nihai sonuç üzerindeki etkisini incelenen vakalar genelinde inceledi.;;;C1;art & design;
accommodate;uyum sağlamak, barındırmak, talepleri karşılamak;v.;The redesigned urban transit terminal was specifically built to accommodate higher passenger volumes during rush hours.;Yeniden tasarlanan kentsel ulaşım terminali, yoğun saatlerde daha yüksek yolcu hacimlerini karşılamak ve barındırmak üzere özel olarak inşa edildi.;"adapt to; house; oblige";"reject; refuse; obstruct";B2;"society & social issues;urbanization & cities;construction & infrastructure";YDS'de birden fazla anlamıyla sıklıkla sorulur.
accommodating;yardımsever, uysal, anlayışlı;adj.;The hotel staff were remarkably accommodating, meeting all the special dietary needs of the guests.;Otel personeli, konukların tüm özel beslenme ihtiyaçlarını karşılayarak son derece yardımsever ve anlayışlı davrandı.;"helpful; cooperative; considerate";"uncooperative; obstinate; stubborn";B2;society & social issues;İnsan ilişkileri ve hizmet kalitesi metinlerinde geçer.
accompany;eşlik etmek;v.;A detailed map will accompany the report so that readers can compare projected flood zones with existing residential areas.;Okuyucuların öngörülen taşkın bölgelerini mevcut yerleşim alanlarıyla karşılaştırabilmesi için rapora ayrıntılı bir harita eşlik edecektir.;"go with; escort";leave;B1;academic & general;
accompany by;eşlik etmek;phr. v.;He was accompanied by his wife.;Karısı eşlik ediyordu.;"go with; join";leave;B1;academic & general;
accomplice;"suç ortağı; yandaş";n.;The surveillance footage helped the police identify the thief's accomplice who was waiting in the getaway car.;Gözetim kamerası kayıtları polisin kaçış arabasında bekleyen hırsızın suç ortağını tanımlamasına yardımcı oldu.;"associate; partner; collaborator";"opponent; bystander; witness";B2;"crime & security;law & justice";Suç işlenmesine yardım eden ikinci kişiyi niteleyen temel B2 seviye isimdir.
accomplish;başarmak, tamamlamak;v.;The project cannot accomplish its conservation goals unless local communities gain tangible economic benefits from protecting the forest.;Yerel topluluklar ormanı korumaktan somut ekonomik yararlar elde etmedikçe proje koruma hedeflerine ulaşamaz.;"achieve; complete";"fail; give up";B2;academic & general;
accord with;ile bağdaşmak, uyuşmak;phr. v.;In a detailed case study, the empirical findings do not accord with the mathematical projections published in earlier peer-reviewed models.;Ayrıntılı vaka çalışmasında, deneysel bulgular, daha önce hakemli modellerde yayınlanan matematiksel projeksiyonlarla uyuşmamaktadır.;"square with; correspond to; match";"conflict with; contradict; clash with";C1;research & science;
according to;---e göre, uyarınca;prep.;According to the latest weather forecast, we should expect heavy rainfall and strong winds throughout the entire weekend.;Son hava durumu tahminine göre, hafta sonu boyunca yoğun yağış ve kuvvetli rüzgar beklemeliyiz.;in accordance with;;B1;academic & writing;
accordingly;dolayısıyla, bu yüzden, bu doğrultuda, buna göre;adv.;The evidence showed that the old bridge could not withstand heavier traffic, and the city adjusted its investment priorities accordingly.;Kanıtlar eski köprünün daha ağır trafiğe dayanamayacağını gösterdi ve şehir yatırım önceliklerini buna göre ayarladı.;"consequently; therefore; correspondingly";conversely;B2;academic & writing;
accost;"yakasına yapışmak; söz atmak";v.;The aggressive beggar attempted to accost the wealthy businessman as he exited the luxury hotel.;Agresif dilenci varlıklı iş adamı lüks otelden çıkarken onunla zorla konuşmaya çalıştı.;"confront; approach; address";"avoid; ignore; shun";C1;"society & social issues;crime & security";Genellikle rahatsız edici veya zorlayıcı bir şekilde birine yaklaşma eylemini niteleyen C1 fiildir.
account;hesap, anlatım;n.;Her account of the expedition differs from the official record in several details, particularly regarding the causes of the final delay.;Onun keşif gezisine ilişkin anlatımı, özellikle son gecikmenin nedenleri konusunda resmî kayıttan birkaç ayrıntıda farklılık göstermektedir.;"report; description; narrative";"silence; query";B1;mathematics;
account for;oluşturmak, açıklamak;phr. v.;Transport emissions account for a substantial share of urban air pollution, especially in cities that rely heavily on private vehicles.;Ulaşım kaynaklı emisyonlar, özellikle özel araçlara büyük ölçüde bağımlı şehirlerde kentsel hava kirliliğinin önemli bir bölümünü oluşturur.;"explain; constitute; justify";"ignore; overlook";C1;academic & general;
accountability;hesap verebilirlik;n.;The investigation drew attention to accountability because of its effect on public trust across the cases examined.;Soruşturma, hesap verebilirlik unsurunun kamu güveni üzerindeki etkisine incelenen vakalar genelinde dikkat çekti.;;;B2;government & politics;
accountable;sorumlu, hesap verebilir;adj.;Public officials must be accountable to the citizens they serve.;Kamu görevlileri, hizmet ettikleri vatandaşlara karşı hesap verebilir olmalıdır.;"responsible; liable; answerable";"unaccountable; irresponsible; immune";B2;government & politics;'Hesap verebilirlik' kavramı, özellikle yönetim ve etik metinlerinde sıkça test edilir. Zıttı 'unaccountable' dır.
accountancy;muhasebe;n.;She decided to pursue a career in accountancy because she has always been good with numbers.;Rakamlarla arası her zaman iyi olduğu için muhasebe alanında bir kariyer yapmaya karar verdi.;accounting;;B2;business & management;
accountant;muhasebeci;n.;The accountant noticed that several payments had been recorded twice, creating a misleading picture of the company's monthly expenses.;"Muhasebeci bazı ödemelerin iki kez kaydedildiğini fark etti; bu durum şirketin aylık giderleri hakkında yanıltıcı bir görünüm oluşturmuştu.";"auditor; bookkeeper";;B1;finance & banking;
accounting;Muhasebe;n.;She decided to pursue a career in accounting after graduating from university.;Üniversiteden mezun olduktan sonra muhasebe alanında kariyer yapmaya karar verdi.;"bookkeeping; auditing; finance";;B1;business & management;Finansal işlemlerin kaydedilmesi, sınıflandırılması ve özetlenmesi süreci.
accreditation;akreditasyon, yetkinliğin resmî onayı;n.;The investigation drew attention to accreditation because of its effect on learning outcomes after the initial assumptions were revised.;Soruşturma, akreditasyon unsurunun öğrenme sonuçları üzerindeki etkisine ilk varsayımlar gözden geçirildikten sonra dikkat çekti.;;;C1;education & learning;
accretion;büyüme, artış, birikme;n.;The gradual accretion of sediments over millennia formed the vast delta plain.;Milenyumlar boyunca tortuların kademeli olarak birikmesi, geniş delta ovasını oluşturdu.;"accumulation; buildup; agglomeration; augmentation";"erosion; diminution; depletion; attrition";C2;"geography & places;environment & ecology";Zamanla yavaş yavaş artma veya büyüme süreci. 'Accumulation' ve 'buildup' ile eş anlamlıdır. 'Erosion' zıt anlamlıdır. Coğrafya metinlerinde sıkça geçer.
accrue;"birikmek; oluşmak";v.;Compound interest allows your savings to accrue significantly over a long period of time.;Bileşik faiz uzun bir süre boyunca birikimlerinizin önemli ölçüde birikmesine olanak tanır.;"accumulate; amass; build up";"dissipate; spend; dwindle";C1;"finance & banking;economics";Ekonomi metinlerinde gelir veya faizin zamanla büyüyerek birikmesini niteleyen C1 fiildir.
acculturation;başka kültürle temas sonucu kültürel değişim;n.;The project tracked changes in acculturation alongside collective identity under conditions of prolonged uncertainty.;Proje, başka kültürle temas sonucu kültürel değişim alanındaki değişimleri kolektif kimlik ile birlikte uzun süren belirsizlik koşullarında izledi.;;;C1;culture & customs;
