en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
address;"adres; resmi konuşma; sorunla ilgilenmek, üzerine gitmek; konuşma yapmak";"n.;v.";The new programme aims to address the shortage of qualified teachers in remote districts rather than merely increasing class sizes.;Yeni program, yalnızca sınıf mevcutlarını artırmak yerine uzak bölgelerdeki nitelikli öğretmen eksikliğini ele almayı amaçlıyor.;"speech; lecture; tackle; handle";"ignore; avoid";B2;movement_location;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
accustom;Alıştırmak;v.;It took a while to accustom myself to the different time zone after the flight.;Uçuştan sonra kendimi farklı saat dilimine alıştırmam biraz zaman aldı.;"habituate; familiarize; adapt";;C1;academic_general;Genellikle 'accustom oneself to' veya 'be accustomed to' olarak kullanılır.
accustomed;alışmış, alışkın, alışılmış;adj.;After several months in the field, the researchers became accustomed to working with limited electricity and unreliable internet access.;Araştırmacılar sahada birkaç ay geçirdikten sonra sınırlı elektrik ve güvenilmez internet bağlantısıyla çalışmaya alıştı.;"used to; habituated; familiar; customary";"unaccustomed; unfamiliar; unusual";B2;academic_general;Genellikle 'to' edatıyla birlikte kullanılır (accustomed to).
accustomed to;alışkın olmak;"adj.;phr. v.";"I'm accustomed to getting up early. The broader context clarifies how ""accustomed to"" is used in natural English.";"Erken kalkmaya alışkınım. Ek bağlam, ""accustomed to"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"used to; habituated to";unaccustomed to;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
achievable;başarılabilir;adj.;The team set realistic and achievable targets for the first quarter of the fiscal year.;Ekip, mali yılın ilk çeyreği için gerçekçi ve başarılabilir hedefler belirledi.;"attainable; possible; feasible";"impossible; unattainable";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
achieve;başarmak, ulaşmak;v.;Small efficiency gains across thousands of buildings can achieve a larger reduction in energy demand than a single high-profile project.;Binlerce binada sağlanan küçük verimlilik kazanımları, enerji talebinde tek bir büyük projeden daha fazla azalma sağlayabilir.;"accomplish; attain";fail;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
achievement;başarı;n.;Winning the national science fair was a remarkable achievement for the young student.;Ulusal bilim fuarını kazanmak, genç öğrenci için dikkate değer bir başarıydı.;"accomplishment; attainment; success";"failure; defeat";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
achiever;başaran;n.;As a high achiever, she was always looking for new challenges to conquer.;Yüksek başarı gösteren biri olarak, her zaman üstesinden gelebileceği yeni zorluklar arıyordu.;"success; winner";"failure; underachiever";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
acid;Asit;n.;"Be careful with that chemical; it contains a powerful acid that can burn your skin.";"O kimyasala dikkat et; cildini yakabilecek güçlü bir asit içeriyor.";;"base; alkali";B1;"research_science;chemistry_materials";Kimyada pH değeri 7'nin altında olan madde.
acknowledge;kabul etmek, tanımak;v.;The company finally acknowledged that inadequate maintenance had contributed to the failure, despite denying responsibility for several weeks.;Şirket, haftalarca sorumluluğu reddettikten sonra yetersiz bakımın arızaya katkıda bulunduğunu nihayet kabul etti.;"admit; accept; recognize";"deny; reject";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
acquire;edinmek, satın almak;v.;Children acquire complex grammatical patterns long before they can explain the rules that govern those patterns.;Çocuklar, bu kalıpları yöneten kuralları açıklayabilmelerinden çok önce karmaşık dilbilgisel yapıları edinir.;"obtain; gain; purchase";"lose; forfeit; relinquish";B2;shopping_consumer;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
acquirer;alıcı firma;n.;"The acquirer bought the smaller company. The broader context clarifies how ""acquirer"" is used in natural English.";"Satın alan firma, daha küçük şirketi satın aldı. Ek bağlam, ""acquirer"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"buyer; purchaser; takeover company";"seller; target";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
acquisition;"Edinme; İstimlak; El Koyma";n.;The company's latest acquisition is a small but innovative tech startup.;Şirketin son satın alımı, küçük ama yenilikçi bir teknoloji girişimiydi.;"purchase; gain; procurement";"loss; disposal";C1;business_management;"Bir şeyi satın alma veya edinme eylemi; özellikle şirketler için."
acquisitive;mal düşkünü;adj.;"He has an acquisitive nature. The broader context clarifies how ""acquisitive"" is used in natural English.";"Mal mülk düşkünü bir doğası var. Ek bağlam, ""acquisitive"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"greedy; avaricious; possessive";"generous; unacquisitive";C1;economics;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
across;karşıdan, karşıya;prep.;The wildfire spread across the valley within hours, forcing several villages to evacuate before the main road became impassable.;Orman yangını birkaç saat içinde vadinin karşısına yayıldı ve ana yol geçilemez hâle gelmeden önce birçok köyün tahliye edilmesine yol açtı.;from one side to the other;;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
across the world;dünyanın her yerinde;phr. v.;"People across the world use the internet. The broader context clarifies how ""across the world"" is used in natural English.";"Dünyanın her yerinde insanlar interneti kullanıyor. Ek bağlam, ""across the world"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"worldwide; globally";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
act;hareket etmek, rol almak;v.;Regulators must act before minor weaknesses in the financial system develop into risks that threaten the wider economy.;Düzenleyici kurumlar, finansal sistemdeki küçük zayıflıklar daha geniş ekonomiyi tehdit eden risklere dönüşmeden önce harekete geçmelidir.;"perform; behave";"idle; cease";A2;movement_location;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
act out;"rol yapmak, canlandırmak; yaramazlık yapmak";phr. v.;In therapy, children sometimes act out frightening experiences through play when they lack the words to describe what happened.;Çocuklar terapide, yaşadıklarını anlatacak kelimeleri bulamadıklarında korkutucu deneyimleri bazen oyun yoluyla canlandırırlar.;"portray; perform; misbehave";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
actually;aslında, gerçekten;conj.;The species was long assumed to be extinct, but it actually survives in a small network of wetlands near the border.;"Türün uzun süre neslinin tükendiği sanılıyordu; ancak aslında sınır yakınındaki küçük bir sulak alan ağında yaşamını sürdürüyor.";"in fact; as a matter of fact";;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
acumen;zeka, kavrayış;n.;His sharp business acumen allowed him to see opportunities that others missed and build a successful company from nothing.;Keskin iş zekası, başkalarının gözden kaçırdığı fırsatları görmesini ve yoktan başarılı bir şirket kurmasını sağladı.;"shrewdness; sharpness; insight";"stupidity; foolishness";C1;psychology_mind;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
acupuncture;akupunktur;n.;Many people find that acupuncture is an effective treatment for chronic pain and can help them reduce their reliance on medication.;Birçok kişi akupunkturun kronik ağrı için etkili bir tedavi olduğunu ve ilaçlara olan bağımlılıklarını azaltmalarına yardımcı olabileceğini düşünüyor.;;;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
acute;(duyu) keskin, hassas;adj.;Dogs have an incredibly acute sense of smell, which is why they are often used by police to detect drugs or explosives.;Köpekler inanılmaz derecede keskin bir koku alma duyusuna sahiptir, bu yüzden polis tarafından sıklıkla uyuşturucu veya patlayıcı tespit etmek için kullanılırlar.;"sharp; keen; sensitive";"dull; blunt; insensitive";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
acutely;şiddetle, ciddi, keskin, kuvvetli bir şekilde;adv.;Coastal communities are acutely vulnerable to rising sea levels because much of their housing and infrastructure lies only metres above the ocean.;Kıyı toplulukları, konut ve altyapılarının büyük bölümü deniz seviyesinin yalnızca birkaç metre üzerinde bulunduğu için yükselen deniz seviyelerine ciddi biçimde açıktır.;"sharply; keenly; intensely; severely";"slightly; mildly";C1;academic_general;Bir duygunun veya durumun çok güçlü bir şekilde hissedildiğini belirtir.
adamant;"kararlı; dirençli";adj.;She was adamant that she would not change her mind.;Fikrini değiştirmeyeceği konusunda kararlıydı.;"determined; insistent; unyielding";"wavering; flexible";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
adapt;uyum sağlamak;v.;Manufacturers must adapt their production methods as consumers demand products that use less energy and generate less waste.;Tüketiciler daha az enerji kullanan ve daha az atık üreten ürünler talep ettikçe üreticiler üretim yöntemlerini uyarlamak zorundadır.;"adjust; conform";resist;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
adaption;alıştırma, uyum;n.;The adaption of the novel into a film was successful.;Romanın filme uyarlanması başarılı oldu.;"adjustment; modification; conversion";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
add;eklemek, ilave etmek;v.;Before submitting your essay, make sure to add a comprehensive bibliography that lists all the sources you cited.;Makalenizi teslim etmeden önce, alıntı yaptığınız tüm kaynakları listeleyen kapsamlı bir kaynakça eklediğinizden emin olun.;"include; attach";"remove; subtract";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
added;eklenmiş;adj.;The added sugar in processed foods can contribute to various health problems.;İşlenmiş gıdalardaki eklenmiş şeker, çeşitli sağlık sorunlarına katkıda bulunabilir.;"extra; supplementary";removed;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
addicted;"Tiryaki; Müptela";adj.;He became addicted to video games during his university years, which affected his studies.;Üniversite yıllarında video oyunlarına bağımlı hale geldi ve bu durum derslerini etkiledi.;"dependent; hooked; obsessed";"clean; indifferent";B2;medicine_health;Fiziksel veya psikolojik olarak bir maddeye veya aktiviteye bağımlı olmak.
addiction;bağımlılık;n.;Social isolation can intensify addiction by removing the relationships and routines that often support long-term recovery.;Sosyal izolasyon, uzun vadeli iyileşmeyi destekleyen ilişkileri ve günlük düzeni ortadan kaldırarak bağımlılığı ağırlaştırabilir.;"dependence; habit; obsession";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
addictive;bağımlılık yapan;adj.;Experts warn that for some individuals, shoplifting can become an addictive behavior that is incredibly difficult to stop without professional help.;Uzmanlar, bazı bireyler için alışveriş yapmanın, profesyonel yardım olmadan durdurulması inanılmaz derecede zor olan bağımlılık yapıcı bir davranış haline gelebileceği konusunda uyarıyor.;"habit-forming; compulsive; gripping";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
